READING_TIME,READING_VALUE,weekday,hour,minute
2013-08-07 22:07:05,38.088,2,22,7
2013-08-07 22:37:20,38.088,2,22,37
2013-08-07 23:07:35,38.088,2,23,7
2013-08-07 23:37:50,38.088,2,23,37
2013-08-08 00:08:06,38.088,3,0,8
2013-08-08 00:38:21,38.088,3,0,38
2013-08-08 01:08:36,38.088,3,1,8
2013-08-08 01:38:52,38.088,3,1,38
2013-08-08 02:09:07,38.088,3,2,9
2013-08-08 02:39:22,38.088,3,2,39
2013-08-08 03:09:37,38.088,3,3,9
2013-08-08 03:39:53,38.088,3,3,39
2013-08-08 04:10:09,38.088,3,4,10
2013-08-08 04:40:24,38.088,3,4,40
2013-08-08 05:10:39,38.088,3,5,10
2013-08-08 05:40:55,38.088,3,5,40
2013-08-08 06:11:11,38.088,3,6,11
2013-08-08 06:41:26,38.088,3,6,41
2013-08-08 07:11:42,38.088,3,7,11
2013-08-08 07:41:58,38.088,3,7,41
2013-08-08 08:42:34,38.088,3,8,42
2013-08-08 15:19:41,41.891000000000005,3,15,19
2013-08-08 15:49:52,41.891000000000005,3,15,49
2013-08-08 16:20:08,41.891000000000005,3,16,20
2013-08-08 16:50:24,41.891000000000005,3,16,50
2013-08-08 17:20:40,41.891000000000005,3,17,20
2013-08-08 17:50:54,41.891000000000005,3,17,50
2013-08-08 18:21:10,41.891000000000005,3,18,21
2013-08-08 18:51:25,41.891000000000005,3,18,51
2013-08-08 19:21:42,41.891000000000005,3,19,21
2013-08-08 19:51:58,41.891000000000005,3,19,51
2013-08-08 20:22:13,41.891000000000005,3,20,22
2013-08-08 20:52:29,41.891000000000005,3,20,52
2013-08-08 21:22:43,41.891000000000005,3,21,22
2013-08-08 21:52:58,41.891000000000005,3,21,52
2013-08-08 22:23:13,41.891000000000005,3,22,23
2013-08-08 22:53:29,41.891000000000005,3,22,53
2013-08-08 23:23:45,41.891000000000005,3,23,23
2013-08-08 23:54:01,41.891000000000005,3,23,54
2013-08-09 00:24:16,41.891000000000005,4,0,24
2013-08-09 01:24:48,41.891000000000005,4,1,24
2013-08-09 01:55:03,41.891000000000005,4,1,55
2013-08-09 02:25:18,41.891000000000005,4,2,25
2013-08-09 02:55:34,41.891000000000005,4,2,55
2013-08-09 03:25:50,41.891000000000005,4,3,25
2013-08-09 03:56:05,41.891000000000005,4,3,56
2013-08-09 04:26:21,41.891000000000005,4,4,26
2013-08-09 04:56:35,41.891000000000005,4,4,56
2013-08-09 05:26:50,41.891000000000005,4,5,26
2013-08-09 06:27:24,41.891000000000005,4,6,27
2013-08-09 06:57:36,42.576,4,6,57
2013-08-09 07:27:47,44.457,4,7,27
2013-08-09 07:58:02,45.645,4,7,58
2013-08-09 08:28:14,45.645,4,8,28
2013-08-09 09:00:04,45.645,4,9,0
2013-08-09 09:30:12,45.645,4,9,30
2013-08-09 10:31:09,45.645,4,10,31
2013-08-09 11:01:21,45.645,4,11,1
2013-08-09 11:31:35,45.645,4,11,31
2013-08-09 12:01:46,45.645,4,12,1
2013-08-09 12:31:58,45.645,4,12,31
2013-08-09 13:02:10,45.645,4,13,2
2013-08-09 13:32:20,45.645,4,13,32
2013-08-09 14:02:37,45.645,4,14,2
2013-08-09 14:32:56,45.645,4,14,32
2013-08-09 15:03:15,45.645,4,15,3
2013-08-09 15:33:32,45.645,4,15,33
2013-08-09 16:03:49,45.645,4,16,3
2013-08-09 16:34:07,45.645,4,16,34
2013-08-09 17:04:23,45.645,4,17,4
2013-08-09 17:34:39,45.645,4,17,34
2013-08-09 18:04:54,45.645,4,18,4
2013-08-09 18:35:10,45.645,4,18,35
2013-08-09 19:05:29,45.645,4,19,5
2013-08-09 20:36:33,45.645,4,20,36
2013-08-09 21:06:50,45.645,4,21,6
2013-08-09 21:37:05,45.645,4,21,37
2013-08-09 22:07:21,45.645,4,22,7
2013-08-09 22:37:38,45.645,4,22,37
2013-08-09 23:07:55,45.645,4,23,7
2013-08-09 23:38:12,45.645,4,23,38
2013-08-10 00:08:31,45.645,5,0,8
2013-08-10 00:38:47,45.645,5,0,38
2013-08-10 01:09:04,45.645,5,1,9
2013-08-10 01:39:24,45.645,5,1,39
2013-08-10 02:40:03,45.645,5,2,40
2013-08-10 03:10:20,45.645,5,3,10
2013-08-10 03:40:35,45.645,5,3,40
2013-08-10 04:10:54,45.645,5,4,10
2013-08-10 04:41:11,45.645,5,4,41
2013-08-10 05:11:28,45.645,5,5,11
2013-08-10 05:41:45,45.645,5,5,41
2013-08-10 06:12:04,45.645,5,6,12
2013-08-10 06:42:21,45.645,5,6,42
2013-08-10 07:12:37,45.645,5,7,12
2013-08-10 07:42:53,45.645,5,7,42
2013-08-10 08:13:10,45.645,5,8,13
2013-08-10 08:43:26,45.645,5,8,43
2013-08-10 09:00:04,45.645,5,9,0
2013-08-10 09:30:21,45.645,5,9,30
2013-08-10 10:00:38,45.645,5,10,0
2013-08-10 10:31:10,45.645,5,10,31
2013-08-10 11:01:26,45.645,5,11,1
2013-08-10 11:31:43,45.645,5,11,31
2013-08-10 12:32:18,45.645,5,12,32
2013-08-10 13:02:35,45.645,5,13,2
2013-08-10 13:32:52,45.645,5,13,32
2013-08-10 14:03:09,45.645,5,14,3
2013-08-10 14:33:26,45.645,5,14,33
2013-08-10 15:03:42,45.645,5,15,3
2013-08-10 15:34:01,45.645,5,15,34
2013-08-10 16:04:18,45.645,5,16,4
2013-08-10 16:34:34,45.645,5,16,34
2013-08-10 17:35:06,45.645,5,17,35
2013-08-10 18:05:23,45.645,5,18,5
2013-08-10 18:35:39,45.645,5,18,35
2013-08-10 19:05:57,45.645,5,19,5
2013-08-10 19:36:14,45.645,5,19,36
2013-08-10 20:36:50,45.645,5,20,36
2013-08-10 21:07:09,45.645,5,21,7
2013-08-10 21:37:27,45.645,5,21,37
2013-08-10 22:07:44,45.645,5,22,7
2013-08-10 22:38:00,45.645,5,22,38
2013-08-10 23:08:13,45.645,5,23,8
2013-08-10 23:38:31,45.645,5,23,38
2013-08-11 00:08:48,45.645,6,0,8
2013-08-11 00:39:05,45.645,6,0,39
2013-08-11 01:09:20,45.645,6,1,9
2013-08-11 01:39:36,45.645,6,1,39
2013-08-11 02:09:55,45.645,6,2,9
2013-08-11 02:40:12,45.645,6,2,40
2013-08-11 03:10:29,45.645,6,3,10
2013-08-11 04:11:04,45.645,6,4,11
2013-08-11 04:41:16,45.645,6,4,41
2013-08-11 05:11:32,45.645,6,5,11
2013-08-11 05:41:50,45.645,6,5,41
2013-08-11 06:12:07,45.645,6,6,12
2013-08-11 06:42:26,45.645,6,6,42
2013-08-11 07:12:41,45.645,6,7,12
2013-08-11 07:42:59,45.645,6,7,42
2013-08-11 08:13:17,45.645,6,8,13
2013-08-11 08:43:35,45.645,6,8,43
2013-08-12 09:00:07,49.11,0,9,0
2013-08-12 09:30:24,49.11,0,9,30
2013-08-12 10:00:36,49.11,0,10,0
2013-08-12 10:31:11,49.11,0,10,31
2013-08-12 11:01:29,49.11,0,11,1
2013-08-12 11:31:39,49.11,0,11,31
2013-08-12 12:01:51,49.11,0,12,1
2013-08-12 12:32:02,49.11,0,12,32
2013-08-12 13:02:14,49.11,0,13,2
2013-08-12 13:32:26,49.11,0,13,32
2013-08-12 14:02:38,49.11,0,14,2
2013-08-12 14:32:51,49.11,0,14,32
2013-08-12 15:03:05,49.11,0,15,3
2013-08-12 15:33:17,49.11,0,15,33
2013-08-12 15:36:03,49.11,0,15,36
2013-08-12 16:06:16,49.11,0,16,6
2013-08-12 16:36:26,49.11,0,16,36
2013-08-12 17:06:37,49.11,0,17,6
2013-08-12 17:36:47,49.11,0,17,36
2013-08-12 18:06:58,49.11,0,18,6
2013-08-12 18:37:09,49.11,0,18,37
2013-08-12 19:07:20,49.11,0,19,7
2013-08-12 19:37:31,49.11,0,19,37
2013-08-12 20:07:41,49.11,0,20,7
2013-08-12 20:37:52,49.11,0,20,37
2013-08-12 21:08:02,49.11,0,21,8
2013-08-12 21:38:13,49.11,0,21,38
2013-08-12 22:08:24,49.11,0,22,8
2013-08-12 22:38:35,49.11,0,22,38
2013-08-12 23:08:45,50.761,0,23,8
2013-08-12 23:38:55,52.669,0,23,38
2013-08-13 00:09:06,52.906000000000006,1,0,9
2013-08-13 00:39:16,52.906000000000006,1,0,39
2013-08-13 01:39:37,52.906000000000006,1,1,39
2013-08-13 02:39:59,52.906000000000006,1,2,39
2013-08-13 03:10:09,52.906000000000006,1,3,10
2013-08-13 03:40:20,52.906000000000006,1,3,40
2013-08-13 04:10:31,52.906000000000006,1,4,10
2013-08-13 04:40:41,52.906000000000006,1,4,40
2013-08-13 05:10:52,52.906000000000006,1,5,10
2013-08-13 05:41:02,52.906000000000006,1,5,41
2013-08-13 06:11:13,52.906000000000006,1,6,11
2013-08-13 06:41:23,52.906000000000006,1,6,41
2013-08-13 07:11:34,52.906000000000006,1,7,11
2013-08-13 07:41:44,52.906000000000006,1,7,41
2013-08-13 08:11:55,52.906000000000006,1,8,11
2013-08-13 08:42:05,52.906000000000006,1,8,42
2013-08-13 09:00:02,52.906000000000006,1,9,0
2013-08-13 09:30:15,52.906000000000006,1,9,30
2013-08-13 10:00:28,52.906000000000006,1,10,0
2013-08-13 10:31:10,52.906000000000006,1,10,31
2013-08-13 11:01:22,52.906000000000006,1,11,1
2013-08-13 11:31:34,52.906000000000006,1,11,31
2013-08-13 12:01:48,52.906000000000006,1,12,1
2013-08-13 12:32:05,52.906000000000006,1,12,32
2013-08-13 13:02:17,52.906000000000006,1,13,2
2013-08-13 13:32:29,52.906000000000006,1,13,32
2013-08-13 14:02:41,52.906000000000006,1,14,2
2013-08-13 14:32:53,52.906000000000006,1,14,32
2013-08-13 15:03:07,52.906000000000006,1,15,3
2013-08-15 07:21:46,60.07899999999999,3,7,21
2013-08-27 16:10:11,39.575,1,16,10
2013-08-27 16:40:51,39.575,1,16,40
2013-08-27 17:11:06,39.575,1,17,11
2013-08-27 17:41:21,39.575,1,17,41
2013-08-27 18:11:35,39.575,1,18,11
2013-08-27 18:41:50,39.575,1,18,41
2013-08-27 19:12:04,39.575,1,19,12
2013-08-27 19:42:19,39.575,1,19,42
2013-08-27 20:12:33,39.575,1,20,12
2013-08-27 20:42:48,39.575,1,20,42
2013-08-27 21:13:03,39.575,1,21,13
2013-08-27 21:43:17,39.575,1,21,43
2013-08-27 22:13:31,39.575,1,22,13
2013-08-27 22:43:46,39.575,1,22,43
2013-08-27 23:14:01,39.575,1,23,14
2013-08-27 23:44:15,39.575,1,23,44
2013-08-28 00:14:30,39.575,2,0,14
2013-08-28 00:44:45,39.575,2,0,44
2013-08-28 01:15:01,39.575,2,1,15
2013-08-28 01:45:16,39.575,2,1,45
2013-08-28 02:15:30,39.575,2,2,15
2013-08-28 02:45:45,39.575,2,2,45
2013-08-28 03:15:59,39.575,2,3,15
2013-08-28 03:46:15,39.575,2,3,46
2013-08-28 04:16:28,39.575,2,4,16
2013-08-28 04:46:42,39.575,2,4,46
2013-08-28 06:17:35,39.575,2,6,17
2013-08-28 07:20:06,39.575,2,7,20
2013-08-28 07:50:20,39.944,2,7,50
2013-08-28 08:20:35,41.863,2,8,20
2013-08-28 09:00:02,43.372,2,9,0
2013-08-28 09:30:13,43.372,2,9,30
2013-08-28 10:00:28,43.372,2,10,0
2013-08-28 10:31:17,43.372,2,10,31
2013-08-28 11:01:33,43.372,2,11,1
2013-08-28 11:31:43,43.372,2,11,31
2013-08-28 12:01:51,43.372,2,12,1
2013-08-28 12:32:06,43.372,2,12,32
2013-08-28 13:32:15,43.372,2,13,32
2013-08-28 14:02:23,43.372,2,14,2
2013-08-28 14:32:31,43.372,2,14,32
2013-08-28 15:02:45,43.372,2,15,2
2013-08-28 16:03:03,43.372,2,16,3
2013-08-28 16:33:11,43.372,2,16,33
2013-08-28 17:03:19,43.372,2,17,3
2013-08-28 17:33:27,43.372,2,17,33
2013-08-28 18:03:35,43.372,2,18,3
2013-08-28 18:33:43,43.372,2,18,33
2013-08-28 19:03:52,43.372,2,19,3
2013-08-28 19:34:00,43.372,2,19,34
2013-08-28 20:04:08,43.372,2,20,4
2013-08-28 20:34:16,43.372,2,20,34
2013-08-28 21:04:24,44.104,2,21,4
2013-08-28 21:34:32,46.021,2,21,34
2013-08-28 22:04:40,46.215,2,22,4
2013-08-28 22:34:48,46.215,2,22,34
2013-08-28 23:04:56,46.215,2,23,4
2013-08-28 23:35:04,46.215,2,23,35
2013-08-29 00:05:11,46.215,3,0,5
2013-08-29 00:35:19,46.215,3,0,35
2013-08-29 01:05:27,46.215,3,1,5
2013-08-29 01:35:35,46.215,3,1,35
2013-08-29 02:05:43,46.215,3,2,5
2013-08-29 02:35:51,46.215,3,2,35
2013-08-29 03:05:58,46.215,3,3,5
2013-08-29 03:36:06,46.215,3,3,36
2013-08-29 04:06:19,46.215,3,4,6
2013-08-29 04:36:28,46.215,3,4,36
2013-08-29 05:06:35,46.215,3,5,6
2013-08-29 05:36:43,46.215,3,5,36
2013-08-29 06:06:52,46.215,3,6,6
2013-08-29 06:37:00,46.215,3,6,37
2013-08-29 07:07:08,46.215,3,7,7
2013-08-29 07:37:16,46.215,3,7,37
2013-08-29 08:07:23,46.215,3,8,7
2013-08-29 08:37:32,46.215,3,8,37
2013-08-29 09:00:03,46.215,3,9,0
2013-08-29 09:30:15,46.215,3,9,30
2013-08-29 10:00:30,46.215,3,10,0
2013-08-29 10:31:17,46.215,3,10,31
2013-08-29 11:01:32,46.215,3,11,1
2013-08-29 11:31:47,46.215,3,11,31
2013-08-29 12:02:01,46.215,3,12,2
2013-08-29 12:32:16,46.215,3,12,32
2013-08-29 13:02:31,46.215,3,13,2
2013-08-29 13:32:46,46.215,3,13,32
2013-08-29 14:03:00,46.215,3,14,3
2013-08-29 14:33:15,46.215,3,14,33
2013-08-29 15:33:36,46.215,3,15,33
2013-08-29 16:03:50,46.215,3,16,3
2013-08-29 16:34:05,46.215,3,16,34
2013-08-29 17:04:19,46.215,3,17,4
2013-08-29 17:34:34,46.215,3,17,34
2013-08-29 18:04:48,46.215,3,18,4
2013-08-29 18:35:03,46.215,3,18,35
2013-08-29 19:05:17,46.215,3,19,5
2013-08-29 19:35:33,46.215,3,19,35
2013-08-29 20:05:47,46.215,3,20,5
2013-08-29 20:36:02,46.215,3,20,36
2013-08-29 21:06:16,46.215,3,21,6
2013-08-29 21:36:30,46.215,3,21,36
2013-08-29 22:06:44,46.215,3,22,6
2013-08-29 22:36:59,47.839,3,22,36
2013-08-29 23:07:13,49.738,3,23,7
2013-08-29 23:37:28,49.981,3,23,37
2013-08-30 00:07:43,49.981,4,0,7
2013-08-30 00:37:52,49.981,4,0,37
2013-08-30 01:08:07,49.981,4,1,8
2013-08-30 01:38:22,49.981,4,1,38
2013-08-30 02:08:36,49.981,4,2,8
2013-08-30 02:38:51,49.981,4,2,38
2013-08-30 03:09:01,49.981,4,3,9
2013-08-30 03:39:15,49.981,4,3,39
2013-08-30 04:09:30,49.981,4,4,9
2013-08-30 05:09:58,49.981,4,5,9
2013-08-30 05:40:13,49.981,4,5,40
2013-08-30 06:10:27,49.981,4,6,10
2013-08-30 06:40:41,49.981,4,6,40
2013-08-30 07:10:56,49.981,4,7,10
2013-08-30 07:41:10,49.981,4,7,41
2013-08-30 08:11:25,49.981,4,8,11
2013-08-30 08:41:39,49.981,4,8,41
2013-08-30 14:01:12,49.981,4,14,1
2013-08-30 14:31:22,49.981,4,14,31
2013-08-30 15:01:36,49.981,4,15,1
2013-08-30 15:31:49,49.981,4,15,31
2013-08-30 16:02:21,49.981,4,16,2
2013-08-30 16:32:28,49.981,4,16,32
2013-08-30 17:02:42,49.981,4,17,2
2013-08-30 17:32:57,49.981,4,17,32
2013-08-30 18:03:11,49.981,4,18,3
2013-08-30 18:33:26,49.981,4,18,33
2013-08-30 19:03:40,49.981,4,19,3
2013-08-30 20:04:14,49.981,4,20,4
2013-08-30 20:34:28,49.981,4,20,34
2013-08-30 21:04:43,49.981,4,21,4
2013-08-30 21:34:57,49.981,4,21,34
2013-08-30 22:05:12,49.981,4,22,5
2013-08-30 22:35:26,49.981,4,22,35
2013-08-30 23:05:41,49.981,4,23,5
2013-08-30 23:35:55,49.981,4,23,35
2013-08-31 00:06:09,49.981,5,0,6
2013-08-31 00:36:24,49.981,5,0,36
2013-08-31 01:06:38,49.981,5,1,6
2013-08-31 01:36:53,49.981,5,1,36
2013-08-31 02:07:07,49.981,5,2,7
2013-08-31 02:37:21,49.981,5,2,37
2013-08-31 03:07:36,49.981,5,3,7
2013-08-31 03:37:51,49.981,5,3,37
2013-08-31 04:08:04,49.981,5,4,8
2013-08-31 04:38:18,49.981,5,4,38
2013-08-31 05:08:33,49.981,5,5,8
2013-08-31 05:38:47,49.981,5,5,38
2013-08-31 06:09:02,49.981,5,6,9
2013-08-31 06:39:16,49.981,5,6,39
2013-08-31 07:11:24,49.981,5,7,11
2013-08-31 07:43:45,51.156000000000006,5,7,43
2013-08-31 08:13:59,53.052,5,8,13
2013-08-31 08:44:14,53.725,5,8,44
2013-08-31 09:00:02,53.725,5,9,0
2013-08-31 09:30:12,53.725,5,9,30
2013-08-31 10:00:27,53.725,5,10,0
2013-08-31 10:31:18,53.725,5,10,31
2013-08-31 11:01:33,53.725,5,11,1
2013-08-31 11:31:43,53.725,5,11,31
2013-08-31 12:01:57,53.725,5,12,1
2013-08-31 12:32:13,53.725,5,12,32
2013-08-31 13:02:27,53.725,5,13,2
2013-08-31 13:32:42,53.725,5,13,32
2013-08-31 14:02:56,53.725,5,14,2
2013-08-31 14:33:10,53.725,5,14,33
2013-08-31 15:03:25,53.725,5,15,3
2013-08-31 15:33:39,53.725,5,15,33
2013-08-31 16:03:53,53.725,5,16,3
2013-08-31 16:34:07,53.725,5,16,34
2013-08-31 17:04:21,53.725,5,17,4
2013-08-31 17:34:36,53.725,5,17,34
2013-08-31 18:04:50,53.725,5,18,4
2013-08-31 18:35:04,53.725,5,18,35
2013-08-31 19:05:20,53.725,5,19,5
2013-08-31 19:35:34,53.725,5,19,35
2013-08-31 20:05:48,53.725,5,20,5
2013-08-31 20:36:02,53.725,5,20,36
2013-08-31 22:06:54,53.725,5,22,6
2013-08-31 22:37:09,53.725,5,22,37
2013-08-31 23:07:23,53.725,5,23,7
2013-08-31 23:37:39,53.725,5,23,37
2013-09-01 00:00:04,53.725,6,0,0
2013-09-01 00:30:15,53.725,6,0,30
2013-09-01 01:00:30,53.725,6,1,0
2013-09-01 02:00:59,53.725,6,2,0
2013-09-01 02:31:18,53.725,6,2,31
2013-09-01 03:01:32,53.725,6,3,1
2013-09-01 03:31:46,53.725,6,3,31
2013-09-01 04:02:01,53.725,6,4,2
2013-09-01 04:32:15,53.725,6,4,32
2013-09-01 05:02:29,53.725,6,5,2
2013-09-01 05:32:44,53.725,6,5,32
2013-09-01 06:02:58,53.725,6,6,2
2013-09-01 06:33:13,53.725,6,6,33
2013-09-01 07:03:27,53.725,6,7,3
2013-09-01 07:33:42,53.725,6,7,33
2013-09-01 08:03:58,55.066,6,8,3
2013-09-01 08:34:12,56.985,6,8,34
2013-09-01 09:04:27,57.504,6,9,4
2013-09-01 09:34:41,57.504,6,9,34
2013-09-01 10:04:55,57.504,6,10,4
2013-09-01 10:35:09,57.504,6,10,35
2013-09-01 11:05:25,57.504,6,11,5
2013-09-01 11:35:39,57.504,6,11,35
2013-09-01 12:05:54,57.504,6,12,5
2013-09-01 12:36:08,57.504,6,12,36
2013-09-01 13:06:22,57.504,6,13,6
2013-09-01 13:36:37,57.504,6,13,36
2013-09-01 14:06:52,57.504,6,14,6
2013-09-01 14:37:06,57.504,6,14,37
2013-09-01 15:07:21,57.504,6,15,7
2013-09-01 15:37:34,57.504,6,15,37
2013-09-01 16:07:49,57.504,6,16,7
2013-09-01 16:38:03,57.504,6,16,38
2013-09-01 17:08:18,57.504,6,17,8
2013-09-01 17:38:32,57.504,6,17,38
2013-09-01 18:08:47,57.504,6,18,8
2013-09-01 19:09:14,57.504,6,19,9
2013-09-01 19:39:29,57.504,6,19,39
2013-09-01 20:09:44,57.504,6,20,9
2013-09-01 20:39:58,57.504,6,20,39
2013-09-01 21:10:13,57.504,6,21,10
2013-09-01 21:40:27,57.504,6,21,40
2013-09-01 22:10:42,57.504,6,22,10
2013-09-01 22:40:56,57.504,6,22,40
2013-09-02 00:11:43,57.504,0,0,11
2013-09-02 00:41:58,57.504,0,0,41
2013-09-02 01:12:13,57.504,0,1,12
2013-09-02 01:42:27,57.504,0,1,42
2013-09-02 02:12:42,57.504,0,2,12
2013-09-02 02:42:55,57.504,0,2,42
2013-09-02 03:13:10,57.504,0,3,13
2013-09-02 03:43:24,57.504,0,3,43
2013-09-02 04:13:39,57.504,0,4,13
2013-09-02 04:43:53,57.504,0,4,43
2013-09-02 05:14:07,57.504,0,5,14
2013-09-02 06:14:36,57.504,0,6,14
2013-09-02 06:45:39,57.504,0,6,45
2013-09-02 07:16:43,57.504,0,7,16
2013-09-02 07:46:57,57.504,0,7,46
2013-09-02 08:17:06,57.504,0,8,17
2013-09-02 08:47:21,57.504,0,8,47
2013-09-02 09:00:04,57.504,0,9,0
2013-09-02 09:30:15,57.504,0,9,30
2013-09-02 10:00:30,57.504,0,10,0
2013-09-02 10:31:18,57.504,0,10,31
2013-09-02 11:01:33,57.504,0,11,1
2013-09-02 11:31:43,57.504,0,11,31
2013-09-02 12:01:58,57.504,0,12,1
2013-09-02 12:32:13,57.504,0,12,32
2013-09-02 13:02:27,57.504,0,13,2
2013-09-02 13:32:42,57.504,0,13,32
2013-09-02 14:02:56,57.504,0,14,2
2013-09-02 14:33:11,57.504,0,14,33
2013-09-02 15:03:25,57.504,0,15,3
2013-09-02 15:33:40,57.504,0,15,33
2013-09-02 16:03:54,57.504,0,16,3
2013-09-02 16:34:08,57.504,0,16,34
2013-09-02 17:04:22,57.504,0,17,4
2013-09-02 17:34:36,57.504,0,17,34
2013-09-02 18:04:51,57.504,0,18,4
2013-09-02 18:35:05,57.504,0,18,35
2013-09-02 19:05:20,57.504,0,19,5
2013-09-02 19:35:34,57.504,0,19,35
2013-09-02 20:05:49,57.504,0,20,5
2013-09-02 20:36:03,57.504,0,20,36
2013-09-02 21:06:18,57.504,0,21,6
2013-09-02 21:36:31,57.736999999999995,0,21,36
2013-09-02 22:06:46,59.63399999999999,0,22,6
2013-09-02 22:37:00,61.262,0,22,37
2013-09-02 23:07:15,61.262,0,23,7
2013-09-02 23:37:29,61.262,0,23,37
2013-09-03 00:07:44,61.262,1,0,7
2013-09-03 00:37:55,61.262,1,0,37
2013-09-03 01:08:10,61.262,1,1,8
2013-09-03 01:38:24,61.262,1,1,38
2013-09-03 02:08:39,61.262,1,2,8
2013-09-03 02:38:53,61.262,1,2,38
2013-09-03 03:09:08,61.262,1,3,9
2013-09-03 03:39:22,61.262,1,3,39
2013-09-03 04:09:36,61.262,1,4,9
2013-09-03 04:39:51,61.262,1,4,39
2013-09-03 05:10:05,61.262,1,5,10
2013-09-03 05:40:20,61.262,1,5,40
2013-09-03 06:10:34,61.262,1,6,10
2013-09-03 06:41:40,61.262,1,6,41
2013-09-03 07:13:16,61.262,1,7,13
2013-09-03 07:43:30,61.262,1,7,43
2013-09-03 08:13:45,61.262,1,8,13
2013-09-03 08:43:59,61.262,1,8,43
2013-09-03 09:00:05,61.262,1,9,0
2013-09-03 09:30:11,61.262,1,9,30
2013-09-03 10:00:26,61.262,1,10,0
2013-09-03 10:31:17,61.262,1,10,31
2013-09-03 11:01:33,61.262,1,11,1
2013-09-03 11:31:43,61.262,1,11,31
2013-09-03 12:01:57,61.262,1,12,1
2013-09-03 12:32:12,61.262,1,12,32
2013-09-03 13:02:26,61.262,1,13,2
2013-09-03 13:32:41,61.262,1,13,32
2013-09-03 14:02:55,61.262,1,14,2
2013-09-03 14:33:09,61.262,1,14,33
2013-09-03 15:03:24,61.262,1,15,3
2013-09-03 15:33:39,61.262,1,15,33
2013-09-03 16:03:55,61.262,1,16,3
2013-09-03 16:34:02,61.262,1,16,34
2013-09-03 17:04:17,61.262,1,17,4
2013-09-03 17:34:30,61.262,1,17,34
2013-09-03 18:04:45,61.262,1,18,4
2013-09-03 18:34:59,61.262,1,18,34
2013-09-03 19:35:28,61.262,1,19,35
2013-09-03 20:05:43,61.262,1,20,5
2013-09-03 20:35:58,61.262,1,20,35
2013-09-03 21:06:12,61.262,1,21,6
2013-09-03 21:36:27,61.262,1,21,36
2013-09-03 22:06:42,61.262,1,22,6
2013-09-03 22:36:57,61.262,1,22,36
2013-09-03 23:07:12,61.262,1,23,7
2013-09-03 23:37:26,61.262,1,23,37
2013-09-04 00:07:40,61.262,2,0,7
2013-09-04 00:37:55,61.262,2,0,37
2013-09-04 01:08:08,61.262,2,1,8
2013-09-04 01:38:23,61.262,2,1,38
2013-09-04 02:08:38,61.262,2,2,8
2013-09-04 02:38:52,61.262,2,2,38
2013-09-04 03:09:06,61.262,2,3,9
2013-09-04 03:39:21,61.262,2,3,39
2013-09-04 04:09:35,61.262,2,4,9
2013-09-04 04:39:51,61.262,2,4,39
2013-09-04 05:10:06,61.262,2,5,10
2013-09-04 05:40:20,61.262,2,5,40
2013-09-04 06:10:35,61.262,2,6,10
2013-09-04 06:42:06,61.262,2,6,42
2013-09-04 07:13:41,61.262,2,7,13
2013-09-04 07:43:56,61.262,2,7,43
2013-09-04 08:14:10,61.262,2,8,14
2013-09-04 08:44:25,61.262,2,8,44
2013-09-04 09:00:06,61.262,2,9,0
2013-09-04 09:30:16,61.262,2,9,30
2013-09-04 10:00:30,61.262,2,10,0
2013-09-04 10:31:19,61.262,2,10,31
2013-09-04 11:01:34,61.262,2,11,1
2013-09-04 11:31:44,61.262,2,11,31
2013-09-04 12:01:58,61.262,2,12,1
2013-09-04 12:32:13,61.262,2,12,32
2013-09-04 13:02:28,61.262,2,13,2
2013-09-04 13:32:42,61.262,2,13,32
2013-09-04 14:02:57,61.262,2,14,2
2013-09-04 14:33:12,61.262,2,14,33
2013-09-04 15:03:26,61.262,2,15,3
2013-09-04 15:33:41,61.262,2,15,33
2013-09-04 16:03:54,61.262,2,16,3
2013-09-04 16:34:09,61.262,2,16,34
2013-09-04 17:04:24,61.262,2,17,4
2013-09-04 17:34:38,61.262,2,17,34
2013-09-04 18:04:53,61.262,2,18,4
2013-09-04 18:35:08,61.262,2,18,35
2013-09-04 19:05:22,61.262,2,19,5
2013-09-04 19:35:37,61.262,2,19,35
2013-09-04 20:05:52,61.262,2,20,5
2013-09-04 20:36:06,61.262,2,20,36
2013-09-04 21:06:21,61.262,2,21,6
2013-09-04 21:36:34,61.262,2,21,36
2013-09-04 22:06:49,61.262,2,22,6
2013-09-04 22:37:04,62.493,2,22,37
2013-09-04 23:07:18,64.202,2,23,7
2013-09-04 23:37:33,64.202,2,23,37
2013-09-05 00:07:48,64.202,3,0,7
2013-09-05 00:38:02,64.202,3,0,38
2013-09-05 01:08:17,64.202,3,1,8
2013-09-05 01:38:31,64.202,3,1,38
2013-09-05 02:08:46,64.202,3,2,8
2013-09-05 02:39:00,64.202,3,2,39
2013-09-05 03:09:14,64.202,3,3,9
2013-09-05 03:39:29,64.202,3,3,39
2013-09-05 04:09:44,64.202,3,4,9
2013-09-05 04:39:58,64.202,3,4,39
2013-09-05 05:10:13,64.202,3,5,10
2013-09-05 05:40:27,64.202,3,5,40
2013-09-05 06:10:42,64.202,3,6,10
2013-09-05 06:40:56,64.202,3,6,40
2013-09-05 07:11:11,64.202,3,7,11
2013-09-05 07:41:26,64.202,3,7,41
2013-09-05 08:11:40,64.202,3,8,11
2013-09-05 08:41:54,64.202,3,8,41
2013-09-05 09:30:15,64.202,3,9,30
2013-09-05 10:00:30,64.202,3,10,0
